 3.4250	 -0.0070	  1.0000
 3.4500	 -0.0110	  1.0000
 3.4750	 -0.0140	  1.0000
 3.5000	 -0.0180	  1.0000
 3.5250	 -0.0200	  1.0000
 3.5500	 -0.0230	  1.0000
 3.5750	 -0.0240	  1.0000
 3.6000	 -0.0260	  1.0000
 3.6250	 -0.0260	  1.0000
 3.6500	 -0.0260	  1.0000
 3.6750	 -0.0250	  1.0000
 3.7000	 -0.0240	  1.0000
 3.7250	 -0.0220	  1.0000
 3.7500	 -0.0190	  1.0000
 3.7750	 -0.0160	  1.0000
 3.8000	 -0.0130	  1.0000
 3.8250	 -0.0090	  1.0000
 3.8500	 -0.0050	  1.0000
 3.8750	 -0.0010	  1.0000
 3.9000	  0.0030	  1.0000
 3.9250	  0.0070	  1.0000
 3.9500	  0.0110	  1.0000
 3.9750	  0.0140	  1.0000
 4.0000	  0.0180	  1.0000
 4.0250	  0.0200	  1.0000
 4.0500	  0.0230	  1.0000
 4.0750	  0.0250	  1.0000
 4.1000	  0.0260	  1.0000
 4.1250	  0.0260	  1.0000
 4.1500	  0.0260	  1.0000
 4.1750	  0.0250	  1.0000
 4.2000	  0.0240	  1.0000
 4.2250	  0.0220	  1.0000
 4.2500	  0.0190	  1.0000
 4.2750	  0.0160	  1.0000
 4.3000	  0.0130	  1.0000
 4.3250	  0.0090	  1.0000
 4.3500	  0.0050	  1.0000
 4.3750	  0.0010	  1.0000
 4.4000	 -0.0030	  1.0000
 4.4250	 -0.0070	  1.0000
 4.4500	 -0.0110	  1.0000
 4.4750	 -0.0140	  1.0000
 4.5000	 -0.0180	  1.0000
 4.5250	 -0.0200	  1.0000
 4.5500	 -0.0230	  1.0000
 4.5750	 -0.0240	  1.0000
 4.6000	 -0.0260	  1.0000
 4.6250	 -0.0260	  1.0000
 4.6500	 -0.0260	  1.0000
 4.6750	 -0.0250	  1.0000
 4.7000	 -0.0240	  1.0000
 4.7250	 -0.0220	  1.0000
 4.7500	 -0.0190	  1.0000
 4.7750	 -0.0170	  1.0000
 4.8000	 -0.0130	  1.0000
 4.8250	 -0.0090	  1.0000
 4.8500	 -0.0050	  1.0000
 4.8750	 -0.0010	  1.0000
 4.9000	  0.0030	  1.0000
 4.9250	  0.0070	  1.0000
 4.9500	  0.0110	  1.0000
 4.9750	  0.0140	  1.0000
 5.0000	  0.0180	  1.0000
 5.0250	  0.0200	  1.0000
 5.0500	  0.0230	  1.0000
 5.0750	  0.0250	  1.0000
 5.1000	  0.0260	  1.0000
 5.1250	  0.0260	  1.0000
 5.1500	  0.0260	  1.0000
 5.1750	  0.0250	  1.0000
 5.2000	  0.0240	  1.0000
 5.2250	  0.0220	  1.0000
 5.2500	  0.0190	  1.0000
 5.2750	  0.0160	  1.0000
 5.3000	  0.0130	  1.0000
 5.3250	  0.0090	  1.0000
 5.3500	  0.0050	  1.0000
 5.3750	  0.0010	  1.0000
 5.4000	 -0.0030	  1.0000
 5.4250	 -0.0070	  1.0000
 5.4500	 -0.0110	  1.0000
 5.4750	 -0.0140	  1.0000
 5.5000	 -0.0180	  1.0000
 5.5250	 -0.0200	  1.0000
 5.5500	 -0.0230	  1.0000
 5.5750	 -0.0250	  1.0000
 5.6000	 -0.0260	  1.0000
 5.6250	 -0.0260	  1.0000
 5.6500	 -0.0260	  1.0000
 5.6750	 -0.0250	  1.0000
 5.7000	 -0.0240	  1.0000
 5.7250	 -0.0220	  1.0000
 5.7500	 -0.0190	  1.0000
 5.7750	 -0.0160	  1.0000
 5.8000	 -0.0130	  1.0000
 5.8250	 -0.0090	  1.0000
 5.8500	 -0.0050	  1.0000
 5.8750	 -0.0010	  1.0000
 5.9000	  0.0030	  1.0000
 5.9250	  0.0070	  1.0000
 5.9500	  0.0110	  1.0000
 5.9750	  0.0140	  1.0000
 6.0000	  0.0180	  1.0000
 6.0250	  0.0200	  1.0000
 6.0500	  0.0230	  1.0000
 6.0750	  0.0240	  1.0000
 6.1000	  0.0260	  1.0000
 6.1250	  0.0260	  1.0000
 6.1500	  0.0260	  1.0000
 6.1750	  0.0250	  1.0000
 6.2000	  0.0240	  1.0000
 6.2250	  0.0220	  1.0000
 6.2500	  0.0190	  1.0000
 6.2750	  0.0160	  1.0000
 6.3000	  0.0130	  1.0000
 6.3250	  0.0090	  1.0000
 6.3500	  0.0050	  1.0000
 6.3750	  0.0010	  1.0000
 6.4000	 -0.0030	  1.0000
 6.4250	 -0.0070	  1.0000
 6.4500	 -0.0110	  1.0000
 6.4750	 -0.0140	  1.0000
 6.5000	 -0.0180	  1.0000
 6.5250	 -0.0210	  1.0000
 6.5500	 -0.0230	  1.0000
 6.5750	 -0.0250	  1.0000
 6.6000	 -0.0260	  1.0000
 6.6250	 -0.0260	  1.0000
 6.6500	 -0.0260	  1.0000
 6.6750	 -0.0250	  1.0000
 6.7000	 -0.0240	  1.0000
 6.7250	 -0.0220	  1.0000
 6.7500	 -0.0190	  1.0000
 6.7750	 -0.0170	  1.0000
 6.8000	 -0.0130	  1.0000
 6.8250	 -0.0090	  1.0000
 6.8500	 -0.0050	  1.0000
 6.8750	 -0.0010	  1.0000
 6.9000	  0.0030	  1.0000
 6.9250	  0.0070	  1.0000
 6.9500	  0.0110	  1.0000
 6.9750	  0.0140	  1.0000
 7.0000	  0.0180	  1.0000
 7.0250	  0.0200	  1.0000
 7.0500	  0.0230	  1.0000
 7.0750	  0.0250	  1.0000
 7.1000	  0.0260	  1.0000
 7.1250	  0.0260	  1.0000
 7.1500	  0.0260	  1.0000
 7.1750	  0.0250	  1.0000
 7.2000	  0.0240	  1.0000
 7.2250	  0.0220	  1.0000
 7.2500	  0.0190	  1.0000
 7.2750	  0.0160	  1.0000
 7.3000	  0.0130	  1.0000
 7.3250	  0.0090	  1.0000
 7.3500	  0.0050	  1.0000
 7.3750	  0.0010	  1.0000
 7.4000	 -0.0030	  1.0000
 7.4250	 -0.0070	  1.0000
 7.4500	 -0.0110	  1.0000
 7.4750	 -0.0140	  1.0000
 7.5000	 -0.0180	  1.0000
 7.5250	 -0.0210	  1.0000
 7.5500	 -0.0230	  1.0000
 7.5750	 -0.0250	  1.0000
 7.6000	 -0.0260	  1.0000
 7.6250	 -0.0260	  1.0000
 7.6500	 -0.0260	  1.0000
 7.6750	 -0.0250	  1.0000
 7.7000	 -0.0240	  1.0000
 7.7250	 -0.0220	  1.0000
 7.7500	 -0.0190	  1.0000
 7.7750	 -0.0160	  1.0000
 7.8000	 -0.0130	  1.0000
 7.8250	 -0.0090	  1.0000
 7.8500	 -0.0050	  1.0000
 7.8750	 -0.0010	  1.0000
 7.9000	  0.0030	  1.0000
 7.9250	  0.0060	  1.0000
 7.9500	  0.0100	  1.0000
 7.9750	  0.0130	  1.0000
 8.0000	  0.0150	  1.0000
 8.0250	  0.0170	  1.0000
 8.0500	  0.0190	  1.0000
 8.0750	  0.0200	  1.0000
 8.1000	  0.0200	  1.0000
 8.1250	  0.0200	  1.0000
 8.1500	  0.0190	  1.0000
 8.1750	  0.0180	  1.0000
 8.2000	  0.0160	  1.0000
 8.2250	  0.0150	  1.0000
 8.2500	  0.0120	  1.0000
 8.2750	  0.0100	  1.0000
 8.3000	  0.0080	  1.0000
 8.3250	  0.0050	  1.0000
 8.3500	  0.0030	  1.0000
 8.3750	  0.0010	  1.0000
 8.4000	 -0.0010	  1.0000
 8.4250	 -0.0030	  1.0000
 8.4500	 -0.0050	  1.0000
 8.4750	 -0.0060	  1.0000
 8.5000	 -0.0070	  1.0000
 8.5250	 -0.0070	  1.0000
 8.5500	 -0.0070	  1.0000
 8.5750	 -0.0070	  1.0000
 8.6000	 -0.0070	  1.0000
 8.6250	 -0.0060	  1.0000
 8.6500	 -0.0060	  1.0000
 8.6750	 -0.0050	  1.0000
 8.7000	 -0.0040	  1.0000
 8.7250	 -0.0030	  1.0000
 8.7500	 -0.0030	  1.0000
 8.7750	 -0.0020	  1.0000
 8.8000	 -0.0010	  1.0000
 8.8250	 -0.0010	  1.0000
 8.8500	 -0.0010	  1.0000
 8.8750	 -0.0000	  1.0000
 8.9000	 -0.0000	  1.0000
 8.9250	  0.0000	  1.0000
 8.9500	  0.0000	  1.0000
 8.9750	  0.0000	  1.0000
 9.0000	  0.0000	  1.0000
